Demand_Month,Region,Material_ID,Material_Name,Category,UOM,Historical_Usage_Qty,Open_Project_Demand_Qty,Seasonality_Index,Trend_Index,Forecast_Need_Qty,Safety_Stock_Qty,Total_Required_Qty,Available_Qty,Projected_Shortage_Qty,Projected_Shortage_Cost_$,Current_Unit_Cost_$,Forecast_Scenario
2025-09-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,193,28,1.0,1.549,342,68,410,512,0,0,118,Base
2025-10-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,199,23,0.92,1.565,320,64,384,386,0,0,118,Base
2025-11-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,182,57,0.87,1.58,329,66,395,422,0,0,118,Base
2025-12-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,159,38,0.85,1.596,267,53,320,421,0,0,118,Base
2026-01-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,206,80,0.87,1.612,401,80,481,457,24,2832,118,Base
2026-02-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,182,14,0.92,1.628,294,59,353,491,0,0,118,Base
2026-03-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,213,55,1.0,1.645,441,88,529,657,0,0,118,Base
2026-04-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,266,82,1.08,1.661,624,125,749,801,0,0,118,Base
2026-05-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,287,44,1.13,1.678,628,126,754,1021,0,0,118,Base
2026-06-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,243,71,1.15,1.694,612,122,734,718,16,1888,118,Base
2026-07-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,246,22,1.13,1.711,518,104,622,871,0,0,118,Base
2026-08-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,226,43,1.08,1.729,502,100,602,545,57,6726,118,Base
2026-09-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,276,109,1.0,1.746,672,134,806,731,75,8850,118,Base
2026-10-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,188,68,0.92,1.763,415,83,498,553,0,0,118,Base
2026-11-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,177,36,0.87,1.781,330,66,396,444,0,0,118,Base
2026-12-01,West,MAT-01011,Grounding Kit — Type 01,Accessories,Kit,194,81,0.85,1.799,420,84,504,711,0,0,118,Base
2022-01-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,229,31,0.87,1.0,226,45,271,362,0,0,61,Base
2022-02-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,239,94,0.92,1.01,309,62,371,464,0,0,61,Base
2022-03-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,252,96,1.0,1.02,355,71,426,537,0,0,61,Base
2022-04-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,343,134,1.08,1.03,531,106,637,783,0,0,61,Base
2022-05-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,355,151,1.13,1.041,595,119,714,793,0,0,61,Base
2022-06-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,367,32,1.15,1.051,482,96,578,688,0,0,61,Base
2022-07-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,377,81,1.13,1.062,549,110,659,628,31,1891,61,Base
2022-08-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,302,122,1.08,1.072,491,98,589,697,0,0,61,Base
2022-09-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,351,121,1.0,1.083,511,102,613,697,0,0,61,Base
2022-10-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,303,102,0.92,1.094,408,82,490,486,4,244,61,Base
2022-11-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,294,115,0.87,1.105,393,79,472,675,0,0,61,Base
2022-12-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,278,50,0.85,1.116,311,62,373,367,6,366,61,Base
2023-01-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,247,15,0.87,1.127,257,51,308,368,0,0,61,Base
2023-02-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,253,72,0.92,1.138,340,68,408,397,11,671,61,Base
2023-03-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,292,78,1.0,1.149,425,85,510,480,30,1830,61,Base
2023-04-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,273,59,1.08,1.161,416,83,499,612,0,0,61,Base
2023-05-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,333,117,1.13,1.173,596,119,715,639,76,4636,61,Base
2023-06-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,283,122,1.15,1.184,552,110,662,849,0,0,61,Base
2023-07-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,273,110,1.13,1.196,518,104,622,852,0,0,61,Base
2023-08-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,381,47,1.08,1.208,558,112,670,875,0,0,61,Base
2023-09-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,324,92,1.0,1.22,508,102,610,658,0,0,61,Base
2023-10-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,284,46,0.92,1.232,374,75,449,459,0,0,61,Base
2023-11-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,245,74,0.87,1.245,345,69,414,548,0,0,61,Base
2023-12-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,263,99,0.85,1.257,387,77,464,548,0,0,61,Base
2024-01-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,303,80,0.87,1.27,423,85,508,635,0,0,61,Base
2024-02-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,294,108,0.92,1.282,474,95,569,608,0,0,61,Base
2024-03-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,313,50,1.0,1.295,470,94,564,567,0,0,61,Base
2024-04-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,320,27,1.08,1.308,490,98,588,572,16,976,61,Base
2024-05-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,319,59,1.13,1.321,564,113,677,581,96,5856,61,Base
2024-06-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,373,26,1.15,1.335,612,122,734,838,0,0,61,Base
2024-07-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,405,179,1.13,1.348,889,178,1067,1110,0,0,61,Base
2024-08-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,315,86,1.08,1.361,590,118,708,1026,0,0,61,Base
2024-09-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,288,69,1.0,1.375,491,98,589,819,0,0,61,Base
2024-10-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,269,85,0.92,1.389,452,90,542,576,0,0,61,Base
2024-11-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,254,107,0.87,1.403,441,88,529,572,0,0,61,Base
2024-12-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,306,127,0.85,1.417,521,104,625,543,82,5002,61,Base
2025-01-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,283,32,0.87,1.431,392,78,470,416,54,3294,61,Base
2025-02-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,261,52,0.92,1.445,416,83,499,428,71,4331,61,Base
2025-03-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,285,53,1.0,1.46,493,99,592,508,84,5124,61,Base
2025-04-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,316,114,1.08,1.474,685,137,822,849,0,0,61,Base
2025-05-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,277,96,1.13,1.489,628,126,754,761,0,0,61,Base
2025-06-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,350,86,1.15,1.504,754,151,905,1002,0,0,61,Base
2025-07-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,382,30,1.13,1.519,707,141,848,908,0,0,61,Base
2025-08-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,346,126,1.08,1.534,782,156,938,879,59,3599,61,Base
2025-09-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,265,112,1.0,1.549,584,117,701,765,0,0,61,Base
2025-10-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,302,18,0.92,1.565,461,92,553,619,0,0,61,Base
2025-11-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,285,56,0.87,1.58,469,94,563,640,0,0,61,Base
2025-12-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,231,86,0.85,1.596,430,86,516,593,0,0,61,Base
2026-01-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,275,98,0.87,1.612,523,105,628,687,0,0,61,Base
2026-02-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,289,101,0.92,1.628,584,117,701,794,0,0,61,Base
2026-03-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,342,28,1.0,1.645,609,122,731,731,0,0,61,Base
2026-04-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,278,87,1.08,1.661,655,131,786,1106,0,0,61,Base
2026-05-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,298,72,1.13,1.678,701,140,841,730,111,6771,61,Base
2026-06-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,344,19,1.15,1.694,707,141,848,903,0,0,61,Base
2026-07-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,278,71,1.13,1.711,675,135,810,1094,0,0,61,Base
2026-08-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,314,43,1.08,1.729,666,133,799,903,0,0,61,Base
2026-09-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,336,83,1.0,1.746,731,146,877,1166,0,0,61,Base
2026-10-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,238,67,0.92,1.763,495,99,594,639,0,0,61,Base
2026-11-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,258,85,0.87,1.781,531,106,637,603,34,2074,61,Base
2026-12-01,North,MAT-01012,Connector Set — Type 01,Accessories,Kit,306,37,0.85,1.799,524,105,629,639,0,0,61,Base
2022-01-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,249,20,0.87,1.0,234,47,281,316,0,0,61,Base
2022-02-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,262,84,0.92,1.01,322,64,386,379,7,427,61,Base
2022-03-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,292,56,1.0,1.02,355,71,426,531,0,0,61,Base
2022-04-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,269,93,1.08,1.03,403,81,484,702,0,0,61,Base
2022-05-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,277,51,1.13,1.041,386,77,463,641,0,0,61,Base
2022-06-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,351,75,1.15,1.051,515,103,618,834,0,0,61,Base
2022-07-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,309,103,1.13,1.062,494,99,593,623,0,0,61,Base
2022-08-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,282,14,1.08,1.072,343,69,412,488,0,0,61,Base
2022-09-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,232,74,1.0,1.083,331,66,397,491,0,0,61,Base
2022-10-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,299,49,0.92,1.094,350,70,420,457,0,0,61,Base
2022-11-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,202,17,0.87,1.105,210,42,252,341,0,0,61,Base
2022-12-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,267,77,0.85,1.116,326,65,391,484,0,0,61,Base
2023-01-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,236,21,0.87,1.127,252,50,302,283,19,1159,61,Base
2023-02-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,273,98,0.92,1.138,388,78,466,530,0,0,61,Base
2023-03-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,256,105,1.0,1.149,415,83,498,462,36,2196,61,Base
2023-04-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,265,30,1.08,1.161,370,74,444,541,0,0,61,Base
2023-05-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,326,142,1.13,1.173,620,124,744,997,0,0,61,Base
2023-06-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,353,110,1.15,1.184,631,126,757,820,0,0,61,Base
2023-07-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,283,114,1.13,1.196,537,107,644,662,0,0,61,Base
2023-08-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,300,109,1.08,1.208,534,107,641,650,0,0,61,Base
2023-09-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,279,83,1.0,1.22,442,88,530,577,0,0,61,Base
2023-10-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,232,89,0.92,1.232,364,73,437,555,0,0,61,Base
2023-11-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,254,59,0.87,1.245,339,68,407,565,0,0,61,Base
2023-12-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,208,62,0.85,1.257,289,58,347,419,0,0,61,Base
2024-01-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,249,94,0.87,1.27,379,76,455,427,28,1708,61,Base
2024-02-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,222,85,0.92,1.282,362,72,434,592,0,0,61,Base
2024-03-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,283,28,1.0,1.295,403,81,484,679,0,0,61,Base
2024-04-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,285,127,1.08,1.308,582,116,698,876,0,0,61,Base
2024-05-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,316,134,1.13,1.321,672,134,806,1031,0,0,61,Base
2024-06-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,319,143,1.15,1.335,709,142,851,999,0,0,61,Base
2024-07-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,375,70,1.13,1.348,678,136,814,1168,0,0,61,Base
2024-08-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,307,92,1.08,1.361,587,117,704,821,0,0,61,Base
2024-09-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,321,87,1.0,1.375,561,112,673,853,0,0,61,Base
2024-10-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,233,78,0.92,1.389,397,79,476,632,0,0,61,Base
2024-11-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,233,14,0.87,1.403,301,60,361,454,0,0,61,Base
2024-12-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,201,30,0.85,1.417,278,56,334,319,15,915,61,Base
2025-01-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,240,51,0.87,1.431,362,72,434,557,0,0,61,Base
2025-02-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,280,125,0.92,1.445,538,108,646,766,0,0,61,Base
2025-03-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,324,140,1.0,1.46,677,135,812,1174,0,0,61,Base
2025-04-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,316,81,1.08,1.474,632,126,758,991,0,0,61,Base
2025-05-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,340,108,1.13,1.489,754,151,905,1278,0,0,61,Base
2025-06-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,285,108,1.15,1.504,680,136,816,1175,0,0,61,Base
2025-07-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,262,105,1.13,1.519,630,126,756,698,58,3538,61,Base
2025-08-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,344,67,1.08,1.534,681,136,817,777,40,2440,61,Base
2025-09-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,247,68,1.0,1.549,488,98,586,643,0,0,61,Base
2025-10-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,219,32,0.92,1.565,361,72,433,395,38,2318,61,Base
2025-11-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,291,125,0.87,1.58,572,114,686,643,43,2623,61,Base
2025-12-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,287,52,0.85,1.596,460,92,552,672,0,0,61,Base
2026-01-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,260,73,0.87,1.612,467,93,560,679,0,0,61,Base
2026-02-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,250,96,0.92,1.628,518,104,622,704,0,0,61,Base
2026-03-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,323,55,1.0,1.645,622,124,746,735,11,671,61,Base
2026-04-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,271,63,1.08,1.661,599,120,719,961,0,0,61,Base
2026-05-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,313,114,1.13,1.678,810,162,972,1289,0,0,61,Base
2026-06-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,309,138,1.15,1.694,871,174,1045,1196,0,0,61,Base
2026-07-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,375,65,1.13,1.711,851,170,1021,1346,0,0,61,Base
2026-08-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,360,116,1.08,1.729,889,178,1067,1000,67,4087,61,Base
2026-09-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,302,26,1.0,1.746,573,115,688,659,29,1769,61,Base
2026-10-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,221,24,0.92,1.763,397,79,476,449,27,1647,61,Base
2026-11-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,246,105,0.87,1.781,544,109,653,846,0,0,61,Base
2026-12-01,South,MAT-01012,Connector Set — Type 01,Accessories,Kit,218,23,0.85,1.799,368,74,442,477,0,0,61,Base
2022-01-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,366,116,0.87,1.0,419,84,503,459,44,2684,61,Base
2022-02-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,287,48,0.92,1.01,311,62,373,435,0,0,61,Base
2022-03-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,299,62,1.0,1.02,368,74,442,515,0,0,61,Base
2022-04-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,426,72,1.08,1.03,554,111,665,922,0,0,61,Base
2022-05-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,404,112,1.13,1.041,607,121,728,1005,0,0,61,Base
2022-06-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,476,136,1.15,1.051,740,148,888,897,0,0,61,Base
2022-07-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,342,84,1.13,1.062,511,102,613,864,0,0,61,Base
2022-08-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,441,135,1.08,1.072,667,133,800,989,0,0,61,Base
2022-09-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,297,29,1.0,1.083,353,71,424,505,0,0,61,Base
2022-10-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,272,59,0.92,1.094,333,67,400,579,0,0,61,Base
2022-11-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,312,107,0.87,1.105,403,81,484,575,0,0,61,Base
2022-12-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,275,110,0.85,1.116,365,73,438,465,0,0,61,Base
2023-01-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,329,136,0.87,1.127,456,91,547,695,0,0,61,Base
2023-02-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,272,67,0.92,1.138,355,71,426,554,0,0,61,Base
2023-03-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,297,100,1.0,1.149,456,91,547,762,0,0,61,Base
2023-04-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,429,135,1.08,1.161,707,141,848,1038,0,0,61,Base
2023-05-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,364,89,1.13,1.173,600,120,720,754,0,0,61,Base
2023-06-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,445,41,1.15,1.184,662,132,794,733,61,3721,61,Base
2023-07-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,453,55,1.13,1.196,687,137,824,1190,0,0,61,Base
2023-08-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,324,113,1.08,1.208,570,114,684,932,0,0,61,Base
2023-09-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,404,37,1.0,1.22,538,108,646,761,0,0,61,Base
2023-10-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,304,44,0.92,1.232,395,79,474,451,23,1403,61,Base
2023-11-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,303,79,0.87,1.245,414,83,497,428,69,4209,61,Base
2023-12-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,258,16,0.85,1.257,293,59,352,505,0,0,61,Base
2024-01-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,360,53,0.87,1.27,456,91,547,465,82,5002,61,Base
2024-02-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,343,70,0.92,1.282,487,97,584,529,55,3355,61,Base
2024-03-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,365,155,1.0,1.295,674,135,809,760,49,2989,61,Base
2024-04-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,467,197,1.08,1.308,938,188,1126,1235,0,0,61,Base
2024-05-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,384,65,1.13,1.321,670,134,804,952,0,0,61,Base
2024-06-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,484,169,1.15,1.335,1002,200,1202,1224,0,0,61,Base
2024-07-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,448,52,1.13,1.348,762,152,914,873,41,2501,61,Base
2024-08-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,461,174,1.08,1.361,934,187,1121,974,147,8967,61,Base
2024-09-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,424,90,1.0,1.375,707,141,848,979,0,0,61,Base
2024-10-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,401,23,0.92,1.389,542,108,650,721,0,0,61,Base
2024-11-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,270,62,0.87,1.403,405,81,486,544,0,0,61,Base
2024-12-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,346,32,0.85,1.417,455,91,546,631,0,0,61,Base
2025-01-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,355,117,0.87,1.431,588,118,706,810,0,0,61,Base
2025-02-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,354,72,0.92,1.445,566,113,679,984,0,0,61,Base
2025-03-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,332,51,1.0,1.46,559,112,671,887,0,0,61,Base
2025-04-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,467,161,1.08,1.474,1000,200,1200,1144,56,3416,61,Base
2025-05-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,363,116,1.13,1.489,806,161,967,1337,0,0,61,Base
2025-06-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,419,85,1.15,1.504,872,174,1046,1154,0,0,61,Base
2025-07-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,415,96,1.13,1.519,877,175,1052,1140,0,0,61,Base
2025-08-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,340,153,1.08,1.534,817,163,980,844,136,8296,61,Base
2025-09-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,397,60,1.0,1.549,708,142,850,746,104,6344,61,Base
2025-10-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,280,86,0.92,1.565,527,105,632,804,0,0,61,Base
2025-11-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,341,23,0.87,1.58,500,100,600,664,0,0,61,Base
2025-12-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,353,144,0.85,1.596,674,135,809,780,29,1769,61,Base
2026-01-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,298,112,0.87,1.612,575,115,690,992,0,0,61,Base
2026-02-01,East,MAT-01012,Connector Set — Type 01,Accessories,Kit,363,132,0.92,1.628,742,148,890,758,132,8052,61,Base
