Subproject_ID,Project_ID,Material_ID,Required_Date,Estimated_Qty,Reserved_Qty,Issued_Qty,Forecast_Unit_Cost_$,Forecast_Material_Cost_$,Availability_Status,Lead_Time_Risk,Need_By_Quarter
PRJ-000451-SP07,PRJ-000451,MAT-1010,2026-12-01,71,38,36,980,69580,Partial,Within Lead Time,Q4 2026
PRJ-000452-SP01,PRJ-000452,MAT-1012,2027-02-01,48,47,6,68,3264,Partial,Within Lead Time,Q1 2027
PRJ-000452-SP02,PRJ-000452,MAT-1001,2028-10-01,14,8,4,2100,29400,Partial,Within Lead Time,Q4 2028
PRJ-000453-SP01,PRJ-000453,MAT-1012,2028-04-01,55,8,7,68,3740,Partial,Within Lead Time,Q2 2028
PRJ-000453-SP02,PRJ-000453,MAT-1001,2027-08-01,43,2,0,2100,90300,Partial,Within Lead Time,Q3 2027
PRJ-000453-SP03,PRJ-000453,MAT-1007,2028-10-01,54,50,45,14500,783000,Partial,Within Lead Time,Q4 2028
PRJ-000453-SP04,PRJ-000453,MAT-1009,2028-02-01,13,3,3,145,1885,Partial,Within Lead Time,Q1 2028
PRJ-000453-SP05,PRJ-000453,MAT-1012,2027-02-01,38,12,4,68,2584,Partial,Within Lead Time,Q1 2027
PRJ-000454-SP01,PRJ-000454,MAT-1001,2029-01-01,23,3,3,2100,48300,Partial,Within Lead Time,Q1 2029
PRJ-000454-SP02,PRJ-000454,MAT-1009,2027-10-01,55,30,7,145,7975,Partial,Within Lead Time,Q4 2027
PRJ-000454-SP03,PRJ-000454,MAT-1003,2028-06-01,3551,431,327,12,42612,Partial,Within Lead Time,Q2 2028
PRJ-000454-SP04,PRJ-000454,MAT-1003,2027-08-01,7847,5782,5369,12,94164,Partial,Within Lead Time,Q3 2027
PRJ-000454-SP05,PRJ-000454,MAT-1001,2026-02-01,75,65,61,2100,157500,Partial,At Risk,Q1 2026
PRJ-000454-SP06,PRJ-000454,MAT-1007,2028-07-01,49,26,5,14500,710500,Partial,Within Lead Time,Q3 2028
PRJ-000455-SP01,PRJ-000455,MAT-1006,2027-01-01,80,61,21,6200,496000,Partial,Within Lead Time,Q1 2027
PRJ-000455-SP02,PRJ-000455,MAT-1008,2027-01-01,60,58,31,19000,1140000,Partial,At Risk,Q1 2027
PRJ-000456-SP01,PRJ-000456,MAT-1012,2027-02-01,43,1,1,68,2924,Partial,Within Lead Time,Q1 2027
PRJ-000456-SP02,PRJ-000456,MAT-1002,2026-05-01,78,3,1,420,32760,Partial,At Risk,Q2 2026
PRJ-000456-SP03,PRJ-000456,MAT-1003,2029-01-01,4191,2032,1428,12,50292,Partial,Within Lead Time,Q1 2029
PRJ-000456-SP04,PRJ-000456,MAT-1011,2026-05-01,8,3,2,130,1040,Partial,At Risk,Q2 2026
PRJ-000456-SP05,PRJ-000456,MAT-1001,2027-04-01,17,16,10,2100,35700,Partial,Within Lead Time,Q2 2027
PRJ-000456-SP06,PRJ-000456,MAT-1010,2027-03-01,59,22,17,980,57820,Partial,Within Lead Time,Q1 2027
PRJ-000457-SP01,PRJ-000457,MAT-1002,2027-06-01,71,35,24,420,29820,Partial,Within Lead Time,Q2 2027
PRJ-000457-SP02,PRJ-000457,MAT-1011,2027-07-01,55,26,6,130,7150,Partial,Within Lead Time,Q3 2027
PRJ-000457-SP03,PRJ-000457,MAT-1004,2026-04-01,7503,5399,4320,27,202581,Partial,At Risk,Q2 2026
PRJ-000457-SP04,PRJ-000457,MAT-1007,2026-04-01,80,72,18,14500,1160000,Partial,At Risk,Q2 2026
PRJ-000457-SP05,PRJ-000457,MAT-1009,2028-04-01,44,7,2,145,6380,Partial,Within Lead Time,Q2 2028
PRJ-000457-SP06,PRJ-000457,MAT-1003,2028-04-01,5819,342,47,12,69828,Partial,Within Lead Time,Q2 2028
PRJ-000457-SP07,PRJ-000457,MAT-1007,2028-08-01,40,35,18,14500,580000,Partial,Within Lead Time,Q3 2028
PRJ-000457-SP08,PRJ-000457,MAT-1008,2027-02-01,44,42,38,19000,836000,Partial,Within Lead Time,Q1 2027
PRJ-000458-SP01,PRJ-000458,MAT-1007,2028-02-01,78,53,5,14500,1131000,Partial,Within Lead Time,Q1 2028
PRJ-000458-SP02,PRJ-000458,MAT-1002,2028-06-01,38,12,8,420,15960,Partial,Within Lead Time,Q2 2028
PRJ-000458-SP03,PRJ-000458,MAT-1009,2028-12-01,43,27,8,145,6235,Partial,Within Lead Time,Q4 2028
PRJ-000458-SP04,PRJ-000458,MAT-1005,2028-06-01,56,10,0,26000,1456000,Partial,Within Lead Time,Q2 2028
PRJ-000458-SP05,PRJ-000458,MAT-1009,2026-11-01,38,12,9,145,5510,Partial,Within Lead Time,Q4 2026
PRJ-000458-SP06,PRJ-000458,MAT-1005,2026-09-01,55,18,5,26000,1430000,Partial,At Risk,Q3 2026
PRJ-000458-SP07,PRJ-000458,MAT-1010,2027-10-01,36,29,12,980,35280,Partial,Within Lead Time,Q4 2027
PRJ-000459-SP01,PRJ-000459,MAT-1003,2028-11-01,5997,5211,2281,12,71964,Partial,Within Lead Time,Q4 2028
PRJ-000459-SP02,PRJ-000459,MAT-1008,2027-07-01,14,4,1,19000,266000,Partial,Within Lead Time,Q3 2027
PRJ-000459-SP03,PRJ-000459,MAT-1012,2026-01-01,44,42,26,68,2992,Partial,At Risk,Q1 2026
PRJ-000459-SP04,PRJ-000459,MAT-1006,2027-10-01,36,17,1,6200,223200,Partial,Within Lead Time,Q4 2027
PRJ-000459-SP05,PRJ-000459,MAT-1011,2029-01-01,75,2,1,130,9750,Partial,Within Lead Time,Q1 2029
PRJ-000459-SP06,PRJ-000459,MAT-1004,2029-01-01,2530,1093,991,27,68310,Partial,Within Lead Time,Q1 2029
PRJ-000460-SP01,PRJ-000460,MAT-1007,2027-07-01,28,8,7,14500,406000,Partial,Within Lead Time,Q3 2027
PRJ-000460-SP02,PRJ-000460,MAT-1002,2026-05-01,32,26,2,420,13440,Partial,At Risk,Q2 2026
PRJ-000460-SP03,PRJ-000460,MAT-1001,2026-10-01,38,11,1,2100,79800,Partial,At Risk,Q4 2026
PRJ-000460-SP04,PRJ-000460,MAT-1011,2028-09-01,66,39,8,130,8580,Partial,Within Lead Time,Q3 2028
PRJ-000460-SP05,PRJ-000460,MAT-1008,2026-09-01,58,55,5,19000,1102000,Partial,At Risk,Q3 2026
PRJ-000460-SP06,PRJ-000460,MAT-1007,2026-04-01,68,64,22,14500,986000,Partial,At Risk,Q2 2026
PRJ-000460-SP07,PRJ-000460,MAT-1004,2027-03-01,5420,4524,2843,27,146340,Partial,Within Lead Time,Q1 2027
PRJ-000461-SP01,PRJ-000461,MAT-1005,2026-10-01,72,20,11,26000,1872000,Partial,At Risk,Q4 2026
PRJ-000461-SP02,PRJ-000461,MAT-1006,2026-05-01,24,4,2,6200,148800,Partial,At Risk,Q2 2026
PRJ-000461-SP03,PRJ-000461,MAT-1011,2026-05-01,43,29,13,130,5590,Partial,At Risk,Q2 2026
PRJ-000461-SP04,PRJ-000461,MAT-1004,2027-02-01,8631,511,45,27,233037,Partial,Within Lead Time,Q1 2027
PRJ-000462-SP01,PRJ-000462,MAT-1011,2027-03-01,21,2,2,130,2730,Partial,Within Lead Time,Q1 2027
PRJ-000462-SP02,PRJ-000462,MAT-1008,2028-06-01,9,2,1,19000,171000,Partial,Within Lead Time,Q2 2028
PRJ-000462-SP03,PRJ-000462,MAT-1008,2028-09-01,70,26,0,19000,1330000,Partial,Within Lead Time,Q3 2028
PRJ-000462-SP04,PRJ-000462,MAT-1008,2028-12-01,21,5,4,19000,399000,Partial,Within Lead Time,Q4 2028
PRJ-000463-SP01,PRJ-000463,MAT-1008,2027-02-01,57,48,6,19000,1083000,Partial,Within Lead Time,Q1 2027
PRJ-000463-SP02,PRJ-000463,MAT-1012,2027-09-01,49,27,10,68,3332,Partial,Within Lead Time,Q3 2027
PRJ-000464-SP01,PRJ-000464,MAT-1006,2026-12-01,71,3,2,6200,440200,Partial,Within Lead Time,Q4 2026
PRJ-000464-SP02,PRJ-000464,MAT-1008,2028-11-01,18,8,2,19000,342000,Partial,Within Lead Time,Q4 2028
PRJ-000464-SP03,PRJ-000464,MAT-1009,2026-09-01,34,32,27,145,4930,Partial,At Risk,Q3 2026
PRJ-000464-SP04,PRJ-000464,MAT-1007,2027-12-01,4,3,1,14500,58000,Partial,Within Lead Time,Q4 2027
PRJ-000464-SP05,PRJ-000464,MAT-1001,2026-12-01,77,8,1,2100,161700,Partial,Within Lead Time,Q4 2026
PRJ-000464-SP06,PRJ-000464,MAT-1008,2026-04-01,42,11,8,19000,798000,Partial,At Risk,Q2 2026
PRJ-000464-SP07,PRJ-000464,MAT-1009,2026-03-01,5,1,0,145,725,Partial,At Risk,Q1 2026
PRJ-000465-SP01,PRJ-000465,MAT-1004,2027-11-01,9840,6797,51,27,265680,Partial,Within Lead Time,Q4 2027
PRJ-000465-SP02,PRJ-000465,MAT-1003,2026-06-01,9298,420,3,12,111576,Partial,At Risk,Q2 2026
PRJ-000465-SP03,PRJ-000465,MAT-1005,2028-12-01,33,25,14,26000,858000,Partial,Within Lead Time,Q4 2028
PRJ-000465-SP04,PRJ-000465,MAT-1005,2027-10-01,6,1,1,26000,156000,Partial,Within Lead Time,Q4 2027
PRJ-000466-SP01,PRJ-000466,MAT-1006,2028-03-01,74,71,52,6200,458800,Partial,Within Lead Time,Q1 2028
PRJ-000466-SP02,PRJ-000466,MAT-1003,2027-07-01,9972,4481,765,12,119664,Partial,Within Lead Time,Q3 2027
PRJ-000466-SP03,PRJ-000466,MAT-1012,2026-11-01,50,47,5,68,3400,Partial,Within Lead Time,Q4 2026
PRJ-000466-SP04,PRJ-000466,MAT-1010,2027-12-01,16,5,2,980,15680,Partial,Within Lead Time,Q4 2027
PRJ-000466-SP05,PRJ-000466,MAT-1005,2028-01-01,75,47,18,26000,1950000,Partial,Within Lead Time,Q1 2028
PRJ-000466-SP06,PRJ-000466,MAT-1002,2026-02-01,48,17,12,420,20160,Partial,At Risk,Q1 2026
PRJ-000466-SP07,PRJ-000466,MAT-1001,2027-04-01,62,54,25,2100,130200,Partial,Within Lead Time,Q2 2027
PRJ-000466-SP08,PRJ-000466,MAT-1005,2027-05-01,49,3,2,26000,1274000,Partial,Within Lead Time,Q2 2027
PRJ-000467-SP01,PRJ-000467,MAT-1009,2027-10-01,78,49,35,145,11310,Partial,Within Lead Time,Q4 2027
PRJ-000467-SP02,PRJ-000467,MAT-1012,2027-07-01,60,43,38,68,4080,Partial,Within Lead Time,Q3 2027
PRJ-000467-SP03,PRJ-000467,MAT-1006,2026-04-01,49,45,45,6200,303800,Partial,At Risk,Q2 2026
PRJ-000467-SP04,PRJ-000467,MAT-1001,2028-10-01,22,15,11,2100,46200,Partial,Within Lead Time,Q4 2028
PRJ-000467-SP05,PRJ-000467,MAT-1009,2028-01-01,3,3,3,145,435,Fulfilled,Within Lead Time,Q1 2028
PRJ-000468-SP01,PRJ-000468,MAT-1009,2027-04-01,58,5,5,145,8410,Partial,Within Lead Time,Q2 2027
PRJ-000468-SP02,PRJ-000468,MAT-1010,2028-12-01,73,9,3,980,71540,Partial,Within Lead Time,Q4 2028
PRJ-000468-SP03,PRJ-000468,MAT-1001,2026-11-01,68,3,1,2100,142800,Partial,Within Lead Time,Q4 2026
PRJ-000468-SP04,PRJ-000468,MAT-1006,2027-11-01,43,39,37,6200,266600,Partial,Within Lead Time,Q4 2027
PRJ-000468-SP05,PRJ-000468,MAT-1011,2028-12-01,31,18,11,130,4030,Partial,Within Lead Time,Q4 2028
PRJ-000468-SP06,PRJ-000468,MAT-1008,2026-09-01,11,1,1,19000,209000,Partial,At Risk,Q3 2026
PRJ-000468-SP07,PRJ-000468,MAT-1007,2027-12-01,38,33,1,14500,551000,Partial,Within Lead Time,Q4 2027
PRJ-000468-SP08,PRJ-000468,MAT-1010,2026-11-01,12,1,0,980,11760,Partial,Within Lead Time,Q4 2026
PRJ-000469-SP01,PRJ-000469,MAT-1001,2027-08-01,47,47,4,2100,98700,Partial,Within Lead Time,Q3 2027
PRJ-000469-SP02,PRJ-000469,MAT-1011,2026-09-01,43,7,3,130,5590,Partial,At Risk,Q3 2026
PRJ-000470-SP01,PRJ-000470,MAT-1010,2026-08-01,28,15,6,980,27440,Partial,At Risk,Q3 2026
PRJ-000470-SP02,PRJ-000470,MAT-1005,2026-10-01,76,21,6,26000,1976000,Partial,At Risk,Q4 2026
PRJ-000470-SP03,PRJ-000470,MAT-1003,2026-10-01,8625,8416,7065,12,103500,Partial,At Risk,Q4 2026
PRJ-000471-SP01,PRJ-000471,MAT-1001,2026-03-01,51,25,16,2100,107100,Partial,At Risk,Q1 2026
PRJ-000471-SP02,PRJ-000471,MAT-1009,2027-09-01,78,66,4,145,11310,Partial,Within Lead Time,Q3 2027
PRJ-000471-SP03,PRJ-000471,MAT-1009,2028-05-01,77,4,1,145,11165,Partial,Within Lead Time,Q2 2028
PRJ-000471-SP04,PRJ-000471,MAT-1005,2027-03-01,10,1,0,26000,260000,Partial,Within Lead Time,Q1 2027
PRJ-000472-SP01,PRJ-000472,MAT-1001,2026-04-01,39,29,20,2100,81900,Partial,At Risk,Q2 2026
PRJ-000472-SP02,PRJ-000472,MAT-1005,2027-10-01,53,3,2,26000,1378000,Partial,Within Lead Time,Q4 2027
PRJ-000473-SP01,PRJ-000473,MAT-1001,2027-01-01,64,22,19,2100,134400,Partial,Within Lead Time,Q1 2027
PRJ-000473-SP02,PRJ-000473,MAT-1006,2026-07-01,54,53,38,6200,334800,Partial,At Risk,Q3 2026
PRJ-000473-SP03,PRJ-000473,MAT-1012,2026-04-01,30,29,23,68,2040,Partial,At Risk,Q2 2026
PRJ-000473-SP04,PRJ-000473,MAT-1004,2028-10-01,2048,1859,565,27,55296,Partial,Within Lead Time,Q4 2028
PRJ-000473-SP05,PRJ-000473,MAT-1004,2028-11-01,5647,3497,936,27,152469,Partial,Within Lead Time,Q4 2028
PRJ-000474-SP01,PRJ-000474,MAT-1001,2026-01-01,15,7,7,2100,31500,Partial,At Risk,Q1 2026
PRJ-000474-SP02,PRJ-000474,MAT-1006,2028-06-01,42,39,20,6200,260400,Partial,Within Lead Time,Q2 2028
PRJ-000474-SP03,PRJ-000474,MAT-1008,2026-10-01,20,13,10,19000,380000,Partial,At Risk,Q4 2026
PRJ-000474-SP04,PRJ-000474,MAT-1003,2027-02-01,7462,2044,1992,12,89544,Partial,Within Lead Time,Q1 2027
PRJ-000474-SP05,PRJ-000474,MAT-1011,2027-06-01,37,26,16,130,4810,Partial,Within Lead Time,Q2 2027
PRJ-000474-SP06,PRJ-000474,MAT-1006,2027-11-01,80,30,16,6200,496000,Partial,Within Lead Time,Q4 2027
PRJ-000475-SP01,PRJ-000475,MAT-1001,2027-04-01,53,17,7,2100,111300,Partial,Within Lead Time,Q2 2027
PRJ-000475-SP02,PRJ-000475,MAT-1004,2026-10-01,7896,4648,751,27,213192,Partial,At Risk,Q4 2026
PRJ-000475-SP03,PRJ-000475,MAT-1008,2028-01-01,47,36,30,19000,893000,Partial,Within Lead Time,Q1 2028
PRJ-000475-SP04,PRJ-000475,MAT-1006,2028-05-01,71,35,31,6200,440200,Partial,Within Lead Time,Q2 2028
PRJ-000475-SP05,PRJ-000475,MAT-1011,2026-08-01,9,4,3,130,1170,Partial,At Risk,Q3 2026
PRJ-000475-SP06,PRJ-000475,MAT-1004,2028-09-01,8987,6874,2967,27,242649,Partial,Within Lead Time,Q3 2028
PRJ-000476-SP01,PRJ-000476,MAT-1011,2028-03-01,43,28,27,130,5590,Partial,Within Lead Time,Q1 2028
PRJ-000476-SP02,PRJ-000476,MAT-1006,2028-07-01,32,26,13,6200,198400,Partial,Within Lead Time,Q3 2028
PRJ-000476-SP03,PRJ-000476,MAT-1009,2027-06-01,62,17,14,145,8990,Partial,Within Lead Time,Q2 2027
PRJ-000477-SP01,PRJ-000477,MAT-1012,2026-07-01,42,39,32,68,2856,Partial,At Risk,Q3 2026
PRJ-000477-SP02,PRJ-000477,MAT-1001,2027-06-01,19,8,7,2100,39900,Partial,Within Lead Time,Q2 2027
PRJ-000477-SP03,PRJ-000477,MAT-1009,2028-02-01,59,30,10,145,8555,Partial,Within Lead Time,Q1 2028
PRJ-000478-SP01,PRJ-000478,MAT-1009,2026-07-01,21,11,4,145,3045,Partial,At Risk,Q3 2026
PRJ-000478-SP02,PRJ-000478,MAT-1002,2027-05-01,71,24,23,420,29820,Partial,Within Lead Time,Q2 2027
PRJ-000478-SP03,PRJ-000478,MAT-1003,2026-07-01,6910,595,251,12,82920,Partial,At Risk,Q3 2026
PRJ-000478-SP04,PRJ-000478,MAT-1008,2026-06-01,67,47,15,19000,1273000,Partial,At Risk,Q2 2026
PRJ-000478-SP05,PRJ-000478,MAT-1005,2026-08-01,58,24,19,26000,1508000,Partial,At Risk,Q3 2026
PRJ-000479-SP01,PRJ-000479,MAT-1010,2026-08-01,37,21,8,980,36260,Partial,At Risk,Q3 2026
PRJ-000479-SP02,PRJ-000479,MAT-1003,2028-03-01,9866,2042,1171,12,118392,Partial,Within Lead Time,Q1 2028
PRJ-000479-SP03,PRJ-000479,MAT-1007,2027-04-01,68,39,17,14500,986000,Partial,Within Lead Time,Q2 2027
PRJ-000479-SP04,PRJ-000479,MAT-1007,2026-11-01,45,20,1,14500,652500,Partial,At Risk,Q4 2026
PRJ-000479-SP05,PRJ-000479,MAT-1001,2027-07-01,51,26,7,2100,107100,Partial,Within Lead Time,Q3 2027
PRJ-000479-SP06,PRJ-000479,MAT-1011,2026-06-01,59,30,4,130,7670,Partial,At Risk,Q2 2026
PRJ-000480-SP01,PRJ-000480,MAT-1001,2027-07-01,41,27,21,2100,86100,Partial,Within Lead Time,Q3 2027
PRJ-000480-SP02,PRJ-000480,MAT-1006,2027-01-01,29,3,2,6200,179800,Partial,Within Lead Time,Q1 2027
PRJ-000480-SP03,PRJ-000480,MAT-1008,2026-12-01,69,0,0,19000,1311000,Not Reserved,At Risk,Q4 2026
PRJ-000480-SP04,PRJ-000480,MAT-1006,2026-10-01,41,5,1,6200,254200,Partial,At Risk,Q4 2026
PRJ-000480-SP05,PRJ-000480,MAT-1009,2027-05-01,61,4,2,145,8845,Partial,Within Lead Time,Q2 2027
PRJ-000480-SP06,PRJ-000480,MAT-1004,2027-09-01,2930,1943,289,27,79110,Partial,Within Lead Time,Q3 2027
PRJ-000480-SP07,PRJ-000480,MAT-1006,2028-10-01,51,13,13,6200,316200,Partial,Within Lead Time,Q4 2028
PRJ-000480-SP08,PRJ-000480,MAT-1008,2029-01-01,31,25,10,19000,589000,Partial,Within Lead Time,Q1 2029
PRJ-000481-SP01,PRJ-000481,MAT-1002,2026-11-01,20,4,3,420,8400,Partial,Within Lead Time,Q4 2026
PRJ-000481-SP02,PRJ-000481,MAT-1003,2026-06-01,7228,4223,3299,12,86736,Partial,At Risk,Q2 2026
PRJ-000481-SP03,PRJ-000481,MAT-1010,2028-10-01,71,56,17,980,69580,Partial,Within Lead Time,Q4 2028
PRJ-000481-SP04,PRJ-000481,MAT-1011,2027-07-01,79,38,11,130,10270,Partial,Within Lead Time,Q3 2027
PRJ-000481-SP05,PRJ-000481,MAT-1002,2026-03-01,37,0,0,420,15540,Not Reserved,At Risk,Q1 2026
PRJ-000481-SP06,PRJ-000481,MAT-1008,2026-12-01,70,47,30,19000,1330000,Partial,At Risk,Q4 2026
PRJ-000481-SP07,PRJ-000481,MAT-1008,2028-05-01,34,12,4,19000,646000,Partial,Within Lead Time,Q2 2028
PRJ-000481-SP08,PRJ-000481,MAT-1008,2028-04-01,50,22,15,19000,950000,Partial,Within Lead Time,Q2 2028
PRJ-000482-SP01,PRJ-000482,MAT-1010,2026-06-01,4,1,0,980,3920,Partial,At Risk,Q2 2026
PRJ-000482-SP02,PRJ-000482,MAT-1006,2028-10-01,77,46,4,6200,477400,Partial,Within Lead Time,Q4 2028
PRJ-000482-SP03,PRJ-000482,MAT-1009,2026-10-01,31,21,9,145,4495,Partial,Within Lead Time,Q4 2026
PRJ-000482-SP04,PRJ-000482,MAT-1004,2026-08-01,7684,3162,448,27,207468,Partial,At Risk,Q3 2026
PRJ-000483-SP01,PRJ-000483,MAT-1009,2027-04-01,36,0,0,145,5220,Not Reserved,Within Lead Time,Q2 2027
PRJ-000483-SP02,PRJ-000483,MAT-1006,2026-07-01,35,9,2,6200,217000,Partial,At Risk,Q3 2026
PRJ-000483-SP03,PRJ-000483,MAT-1004,2026-07-01,9006,2344,2225,27,243162,Partial,At Risk,Q3 2026
PRJ-000484-SP01,PRJ-000484,MAT-1001,2026-02-01,75,62,20,2100,157500,Partial,At Risk,Q1 2026
PRJ-000484-SP02,PRJ-000484,MAT-1011,2028-06-01,21,12,2,130,2730,Partial,Within Lead Time,Q2 2028
PRJ-000484-SP03,PRJ-000484,MAT-1003,2028-12-01,1999,1078,1016,12,23988,Partial,Within Lead Time,Q4 2028
PRJ-000485-SP01,PRJ-000485,MAT-1004,2026-04-01,8286,7434,4658,27,223722,Partial,At Risk,Q2 2026
PRJ-000485-SP02,PRJ-000485,MAT-1007,2026-06-01,36,18,2,14500,522000,Partial,At Risk,Q2 2026
PRJ-000485-SP03,PRJ-000485,MAT-1002,2027-06-01,57,6,2,420,23940,Partial,Within Lead Time,Q2 2027
PRJ-000485-SP04,PRJ-000485,MAT-1011,2028-07-01,64,43,3,130,8320,Partial,Within Lead Time,Q3 2028
PRJ-000485-SP05,PRJ-000485,MAT-1008,2028-10-01,8,4,3,19000,152000,Partial,Within Lead Time,Q4 2028
PRJ-000485-SP06,PRJ-000485,MAT-1010,2026-12-01,33,18,1,980,32340,Partial,Within Lead Time,Q4 2026
PRJ-000485-SP07,PRJ-000485,MAT-1011,2028-11-01,27,16,6,130,3510,Partial,Within Lead Time,Q4 2028
PRJ-000485-SP08,PRJ-000485,MAT-1004,2027-01-01,4373,2746,2103,27,118071,Partial,Within Lead Time,Q1 2027
PRJ-000486-SP01,PRJ-000486,MAT-1011,2028-11-01,8,7,7,130,1040,Partial,Within Lead Time,Q4 2028
PRJ-000486-SP02,PRJ-000486,MAT-1006,2026-12-01,11,2,0,6200,68200,Partial,Within Lead Time,Q4 2026
PRJ-000486-SP03,PRJ-000486,MAT-1005,2026-06-01,77,31,7,26000,2002000,Partial,At Risk,Q2 2026
PRJ-000486-SP04,PRJ-000486,MAT-1001,2027-01-01,39,7,4,2100,81900,Partial,Within Lead Time,Q1 2027
PRJ-000486-SP05,PRJ-000486,MAT-1003,2026-07-01,9312,1819,204,12,111744,Partial,At Risk,Q3 2026
PRJ-000487-SP01,PRJ-000487,MAT-1009,2027-05-01,77,68,49,145,11165,Partial,Within Lead Time,Q2 2027
PRJ-000487-SP02,PRJ-000487,MAT-1006,2028-01-01,56,2,0,6200,347200,Partial,Within Lead Time,Q1 2028
PRJ-000487-SP03,PRJ-000487,MAT-1003,2028-08-01,7280,3278,577,12,87360,Partial,Within Lead Time,Q3 2028
PRJ-000487-SP04,PRJ-000487,MAT-1003,2028-11-01,9250,3810,314,12,111000,Partial,Within Lead Time,Q4 2028
PRJ-000487-SP05,PRJ-000487,MAT-1009,2026-02-01,41,17,5,145,5945,Partial,At Risk,Q1 2026
PRJ-000487-SP06,PRJ-000487,MAT-1004,2029-01-01,2848,1305,575,27,76896,Partial,Within Lead Time,Q1 2029
PRJ-000487-SP07,PRJ-000487,MAT-1009,2026-02-01,51,12,7,145,7395,Partial,At Risk,Q1 2026
PRJ-000487-SP08,PRJ-000487,MAT-1005,2027-06-01,37,35,21,26000,962000,Partial,Within Lead Time,Q2 2027
PRJ-000488-SP01,PRJ-000488,MAT-1002,2026-05-01,33,31,22,420,13860,Partial,At Risk,Q2 2026
PRJ-000488-SP02,PRJ-000488,MAT-1012,2026-08-01,28,17,6,68,1904,Partial,At Risk,Q3 2026
PRJ-000488-SP03,PRJ-000488,MAT-1006,2028-01-01,20,12,0,6200,124000,Partial,Within Lead Time,Q1 2028
PRJ-000488-SP04,PRJ-000488,MAT-1005,2026-07-01,63,60,46,26000,1638000,Partial,At Risk,Q3 2026
PRJ-000488-SP05,PRJ-000488,MAT-1011,2027-10-01,54,13,4,130,7020,Partial,Within Lead Time,Q4 2027
PRJ-000488-SP06,PRJ-000488,MAT-1010,2027-04-01,43,14,8,980,42140,Partial,Within Lead Time,Q2 2027
PRJ-000489-SP01,PRJ-000489,MAT-1011,2028-05-01,56,17,4,130,7280,Partial,Within Lead Time,Q2 2028
PRJ-000489-SP02,PRJ-000489,MAT-1005,2028-02-01,13,10,8,26000,338000,Partial,Within Lead Time,Q1 2028
PRJ-000489-SP03,PRJ-000489,MAT-1003,2026-12-01,2711,2642,1439,12,32532,Partial,Within Lead Time,Q4 2026
PRJ-000489-SP04,PRJ-000489,MAT-1004,2027-11-01,5588,977,252,27,150876,Partial,Within Lead Time,Q4 2027
PRJ-000489-SP05,PRJ-000489,MAT-1007,2026-09-01,71,66,41,14500,1029500,Partial,At Risk,Q3 2026
PRJ-000489-SP06,PRJ-000489,MAT-1005,2028-06-01,26,9,5,26000,676000,Partial,Within Lead Time,Q2 2028
PRJ-000490-SP01,PRJ-000490,MAT-1011,2027-02-01,19,10,3,130,2470,Partial,Within Lead Time,Q1 2027
PRJ-000490-SP02,PRJ-000490,MAT-1007,2027-06-01,68,63,11,14500,986000,Partial,Within Lead Time,Q2 2027
PRJ-000491-SP01,PRJ-000491,MAT-1003,2027-10-01,4504,2586,809,12,54048,Partial,Within Lead Time,Q4 2027
PRJ-000491-SP02,PRJ-000491,MAT-1011,2026-08-01,47,42,38,130,6110,Partial,At Risk,Q3 2026
PRJ-000491-SP03,PRJ-000491,MAT-1008,2027-05-01,45,29,20,19000,855000,Partial,Within Lead Time,Q2 2027
PRJ-000491-SP04,PRJ-000491,MAT-1007,2027-05-01,23,9,4,14500,333500,Partial,Within Lead Time,Q2 2027
PRJ-000491-SP05,PRJ-000491,MAT-1008,2028-10-01,6,4,2,19000,114000,Partial,Within Lead Time,Q4 2028
PRJ-000491-SP06,PRJ-000491,MAT-1008,2026-10-01,12,7,5,19000,228000,Partial,At Risk,Q4 2026
PRJ-000492-SP01,PRJ-000492,MAT-1003,2028-01-01,6783,151,27,12,81396,Partial,Within Lead Time,Q1 2028
PRJ-000492-SP02,PRJ-000492,MAT-1007,2027-04-01,63,34,13,14500,913500,Partial,Within Lead Time,Q2 2027
PRJ-000492-SP03,PRJ-000492,MAT-1008,2027-08-01,26,3,2,19000,494000,Partial,Within Lead Time,Q3 2027
PRJ-000492-SP04,PRJ-000492,MAT-1012,2027-07-01,19,13,2,68,1292,Partial,Within Lead Time,Q3 2027
PRJ-000493-SP01,PRJ-000493,MAT-1010,2027-08-01,37,4,0,980,36260,Partial,Within Lead Time,Q3 2027
PRJ-000493-SP02,PRJ-000493,MAT-1008,2027-07-01,69,65,17,19000,1311000,Partial,Within Lead Time,Q3 2027
PRJ-000493-SP03,PRJ-000493,MAT-1002,2026-10-01,72,45,2,420,30240,Partial,Within Lead Time,Q4 2026
PRJ-000493-SP04,PRJ-000493,MAT-1004,2026-11-01,7417,2989,1789,27,200259,Partial,At Risk,Q4 2026
PRJ-000493-SP05,PRJ-000493,MAT-1004,2028-05-01,8723,3891,1587,27,235521,Partial,Within Lead Time,Q2 2028
PRJ-000493-SP06,PRJ-000493,MAT-1008,2027-03-01,20,2,2,19000,380000,Partial,Within Lead Time,Q1 2027
PRJ-000493-SP07,PRJ-000493,MAT-1011,2027-01-01,77,24,23,130,10010,Partial,Within Lead Time,Q1 2027
PRJ-000494-SP01,PRJ-000494,MAT-1010,2027-08-01,25,18,17,980,24500,Partial,Within Lead Time,Q3 2027
